BROAD_ANCESTRAL_CATEGORY,YEAR,total_country,Prop,Trait
North African or Persian),2017,57.5,2.48841588310418e-05,Mental disorders
North African or Persian),2018,251,1.89562331957661e-05,Mental disorders
North African or Persian),2019,0,0,Mental disorders
North African or Persian),2020,45,4.03044798246213e-06,Mental disorders
North African or Persian),2021,243.5,2.54470291357849e-05,Mental disorders
Oceanian,2006,0,0,Mental disorders
Oceanian,2007,0,0,Mental disorders
Oceanian,2008,51.75,0.000419881702894141,Mental disorders
Oceanian,2009,221.857142857143,0.00112938883555866,Mental disorders
Oceanian,2010,0,0,Mental disorders
Oceanian,2011,0,0,Mental disorders
Oceanian,2012,0,0,Mental disorders
Oceanian,2013,0,0,Mental disorders
Oceanian,2014,0,0,Mental disorders
Oceanian,2015,0,0,Mental disorders
Oceanian,2016,0,0,Mental disorders
Oceanian,2017,0,0,Mental disorders
Oceanian,2018,0,0,Mental disorders
Oceanian,2019,2,1.6823042453957e-07,Mental disorders
Oceanian,2020,0,0,Mental disorders
Oceanian,2021,0,0,Mental disorders
Other,2006,0,0,Mental disorders
Other,2007,0,0,Mental disorders
Other,2008,7101,0.0576150719275613,Mental disorders
Other,2009,221.857142857143,0.00112938883555866,Mental disorders
Other,2010,2884,0.0140346779177677,Mental disorders
Other,2011,1343,0.00335481614708233,Mental disorders
Other,2012,1619.5,0.00890368407452815,Mental disorders
Other,2013,9639,0.020919557692099,Mental disorders
Other,2014,235,0.000994856380839489,Mental disorders
Other,2015,6498,0.0529554141165541,Mental disorders
Other,2016,0,0,Mental disorders
Other,2017,0,0,Mental disorders
Other,2018,0,0,Mental disorders
Other,2019,0,0,Mental disorders
Other,2020,0,0,Mental disorders
Other,2021,1085,0.000113388199639945,Mental disorders
Other admixed ancestry,2006,0,0,Mental disorders
Other admixed ancestry,2007,0,0,Mental disorders
Other admixed ancestry,2008,0,0,Mental disorders
Other admixed ancestry,2009,0,0,Mental disorders
Other admixed ancestry,2010,0,0,Mental disorders
Other admixed ancestry,2011,0,0,Mental disorders
Other admixed ancestry,2012,0,0,Mental disorders
Other admixed ancestry,2013,0,0,Mental disorders
Other admixed ancestry,2014,0,0,Mental disorders
Other admixed ancestry,2015,0,0,Mental disorders
Other admixed ancestry,2016,0,0,Mental disorders
Other admixed ancestry,2017,0,0,Mental disorders
Other admixed ancestry,2018,0,0,Mental disorders
Other admixed ancestry,2019,0,0,Mental disorders
Other admixed ancestry,2020,0,0,Mental disorders
Other admixed ancestry,2021,603,6.30166676339972e-05,Mental disorders
South Asian,2006,0,0,Mental disorders
South Asian,2007,0,0,Mental disorders
South Asian,2008,0,0,Mental disorders
South Asian,2009,0,0,Mental disorders
South Asian,2010,0,0,Mental disorders
South Asian,2011,0,0,Mental disorders
South Asian,2012,541.25,0.00297568323886284,Mental disorders
South Asian,2013,0,0,Mental disorders
South Asian,2014,0,0,Mental disorders
South Asian,2015,0,0,Mental disorders
South Asian,2016,0,0,Mental disorders
South Asian,2017,0,0,Mental disorders
South Asian,2018,0,0,Mental disorders
South Asian,2019,5549,0.000466755312885037,Mental disorders
South Asian,2020,23960,0.00214598963688428,Mental disorders
South Asian,2021,0,0,Mental disorders
Sub-Saharan African,2006,0,0,Mental disorders
Sub-Saharan African,2007,0,0,Mental disorders
Sub-Saharan African,2008,0,0,Mental disorders
Sub-Saharan African,2009,0,0,Mental disorders
Sub-Saharan African,2010,0,0,Mental disorders
Sub-Saharan African,2011,0,0,Mental disorders
Sub-Saharan African,2012,0,0,Mental disorders
Sub-Saharan African,2013,0,0,Mental disorders
Sub-Saharan African,2014,0,0,Mental disorders
Sub-Saharan African,2015,0,0,Mental disorders
Sub-Saharan African,2016,0,0,Mental disorders
Sub-Saharan African,2017,0,0,Mental disorders
Sub-Saharan African,2018,1295,9.78020796355261e-05,Mental disorders
Sub-Saharan African,2019,4213,0.000354377389292605,Mental disorders
Sub-Saharan African,2020,0,0,Mental disorders
Sub-Saharan African,2021,0,0,Mental disorders
African American or Afro-Caribbean,2007,0,0,Musculoskeletal disorders
African American or Afro-Caribbean,2008,0,0,Musculoskeletal disorders
African American or Afro-Caribbean,2009,0,0,Musculoskeletal disorders
African American or Afro-Caribbean,2010,0,0,Musculoskeletal disorders
African American or Afro-Caribbean,2011,0,0,Musculoskeletal disorders
African American or Afro-Caribbean,2012,0,0,Musculoskeletal disorders
African American or Afro-Caribbean,2013,0,0,Musculoskeletal disorders
African American or Afro-Caribbean,2014,0,0,Musculoskeletal disorders
African American or Afro-Caribbean,2015,0,0,Musculoskeletal disorders
African American or Afro-Caribbean,2016,0,0,Musculoskeletal disorders
African American or Afro-Caribbean,2017,1217,0.00508934582878554,Musculoskeletal disorders
African American or Afro-Caribbean,2018,2308,0.00082566043891651,Musculoskeletal disorders
African American or Afro-Caribbean,2019,0,0,Musculoskeletal disorders
African American or Afro-Caribbean,2020,0,0,Musculoskeletal disorders
African American or Afro-Caribbean,2021,0,0,Musculoskeletal disorders
African unspecified,2007,0,0,Musculoskeletal disorders
African unspecified,2008,0,0,Musculoskeletal disorders
African unspecified,2009,0,0,Musculoskeletal disorders
African unspecified,2010,0,0,Musculoskeletal disorders
African unspecified,2011,0,0,Musculoskeletal disorders
African unspecified,2012,0,0,Musculoskeletal disorders
African unspecified,2013,0,0,Musculoskeletal disorders
African unspecified,2014,0,0,Musculoskeletal disorders
African unspecified,2015,0,0,Musculoskeletal disorders
African unspecified,2016,0,0,Musculoskeletal disorders
African unspecified,2017,0,0,Musculoskeletal disorders
African unspecified,2018,0,0,Musculoskeletal disorders
African unspecified,2019,196,9.39089054869153e-05,Musculoskeletal disorders
African unspecified,2020,0,0,Musculoskeletal disorders
African unspecified,2021,0,0,Musculoskeletal disorders
East Asian,2007,0,0,Musculoskeletal disorders
East Asian,2008,0,0,Musculoskeletal disorders
East Asian,2009,0,0,Musculoskeletal disorders
East Asian,2010,35047,0.128924154472083,Musculoskeletal disorders
East Asian,2011,28552,0.276731022718462,Musculoskeletal disorders
East Asian,2012,91195,0.420610102575456,Musculoskeletal disorders
East Asian,2013,39046,0.100446072554962,Musculoskeletal disorders
East Asian,2014,9299,0.0539122469330489,Musculoskeletal disorders
East Asian,2015,0,0,Musculoskeletal disorders
East Asian,2016,444,0.00248479184271939,Musculoskeletal disorders
East Asian,2017,238,0.000995287023213606,Musculoskeletal disorders
East Asian,2018,22514,0.00805412440284502,Musculoskeletal disorders
East Asian,2019,0,0,Musculoskeletal disorders
East Asian,2020,253008,0.795922989807475,Musculoskeletal disorders
East Asian,2021,1173693.51875,0.184790475106421,Musculoskeletal disorders
European,2007,42202,1,Musculoskeletal disorders
European,2008,31384,1,Musculoskeletal disorders
European,2009,14735,0.843059846664378,Musculoskeletal disorders
European,2010,226654,0.833771087617072,Musculoskeletal disorders
European,2011,74624,0.723268977281538,Musculoskeletal disorders
European,2012,124779.5,0.575508726293263,Musculoskeletal disorders
European,2013,346138,0.890442110895592,Musculoskeletal disorders
European,2014,162548,0.942394656895712,Musculoskeletal disorders
European,2015,109682,0.99396454851923,Musculoskeletal disorders
European,2016,177363,0.992590395496035,Musculoskeletal disorders
European,2017,234352,0.980031531361996,Musculoskeletal disorders
European,2018,2770516,0.991120215158239,Musculoskeletal disorders
European,2019,2075668,0.99450872466436,Musculoskeletal disorders
European,2020,64872,0.204077010192525,Musculoskeletal disorders
European,2021,5175569.25152845,0.814860000210873,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2007,0,0,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2008,0,0,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2009,0,0,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2010,0,0,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2011,0,0,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2012,0,0,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2013,0,0,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2014,0,0,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2015,0,0,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2016,0,0,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2017,1660,0.00694191789300246,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2018,0,0,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2019,588,0.000281726716460746,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2020,0,0,Musculoskeletal disorders
Greater Middle Eastern (Middle Eastern,2021,0,0,Musculoskeletal disorders
Hispanic or Latin American,2007,0,0,Musculoskeletal disorders
Hispanic or Latin American,2008,0,0,Musculoskeletal disorders
Hispanic or Latin American,2009,0,0,Musculoskeletal disorders
Hispanic or Latin American,2010,0,0,Musculoskeletal disorders
Hispanic or Latin American,2011,0,0,Musculoskeletal disorders
Hispanic or Latin American,2012,0,0,Musculoskeletal disorders
Hispanic or Latin American,2013,0,0,Musculoskeletal disorders
Hispanic or Latin American,2014,0,0,Musculoskeletal disorders
Hispanic or Latin American,2015,666,0.00603545148076993,Musculoskeletal disorders
Hispanic or Latin American,2016,0,0,Musculoskeletal disorders
Hispanic or Latin American,2017,0,0,Musculoskeletal disorders
Hispanic or Latin American,2018,0,0,Musculoskeletal disorders
Hispanic or Latin American,2019,1970,0.000943880325557261,Musculoskeletal disorders
Hispanic or Latin American,2020,0,0,Musculoskeletal disorders
Hispanic or Latin American,2021,0,0,Musculoskeletal disorders
North African or Persian),2007,0,0,Musculoskeletal disorders
North African or Persian),2008,0,0,Musculoskeletal disorders
North African or Persian),2009,0,0,Musculoskeletal disorders
North African or Persian),2010,0,0,Musculoskeletal disorders
North African or Persian),2011,0,0,Musculoskeletal disorders
North African or Persian),2012,0,0,Musculoskeletal disorders
North African or Persian),2013,0,0,Musculoskeletal disorders
North African or Persian),2014,0,0,Musculoskeletal disorders
North African or Persian),2015,0,0,Musculoskeletal disorders
North African or Persian),2016,0,0,Musculoskeletal disorders
North African or Persian),2017,1660,0.00694191789300246,Musculoskeletal disorders
North African or Persian),2018,0,0,Musculoskeletal disorders
North African or Persian),2019,588,0.000281726716460746,Musculoskeletal disorders
North African or Persian),2020,0,0,Musculoskeletal disorders
North African or Persian),2021,0,0,Musculoskeletal disorders
Other,2007,0,0,Musculoskeletal disorders
Other,2008,0,0,Musculoskeletal disorders
Other,2009,2743,0.156940153335622,Musculoskeletal disorders
Other,2010,10141,0.0373047579108453,Musculoskeletal disorders
Other,2011,0,0,Musculoskeletal disorders
Other,2012,841.5,0.00388117113128182,Musculoskeletal disorders
Other,2013,0,0,Musculoskeletal disorders
Other,2014,0,0,Musculoskeletal disorders
Other,2015,0,0,Musculoskeletal disorders
Other,2016,0,0,Musculoskeletal disorders
Other,2017,0,0,Musculoskeletal disorders
Other,2018,0,0,Musculoskeletal disorders
Other,2019,1828,0.000875844281786128,Musculoskeletal disorders
Other,2020,0,0,Musculoskeletal disorders
Other,2021,0,0,Musculoskeletal disorders
South Asian,2007,0,0,Musculoskeletal disorders
South Asian,2008,0,0,Musculoskeletal disorders
South Asian,2009,0,0,Musculoskeletal disorders
South Asian,2010,0,0,Musculoskeletal disorders
South Asian,2011,0,0,Musculoskeletal disorders
South Asian,2012,0,0,Musculoskeletal disorders
South Asian,2013,3542,0.00911181654944614,Musculoskeletal disorders
South Asian,2014,0,0,Musculoskeletal disorders
South Asian,2015,0,0,Musculoskeletal disorders
South Asian,2016,880,0.00492481266124564,Musculoskeletal disorders
South Asian,2017,0,0,Musculoskeletal disorders
South Asian,2018,0,0,Musculoskeletal disorders
South Asian,2019,2078,0.000995626048988826,Musculoskeletal disorders
South Asian,2020,0,0,Musculoskeletal disorders
South Asian,2021,709,0.000111627477495136,Musculoskeletal disorders
South East Asian,2007,0,0,Musculoskeletal disorders
South East Asian,2008,0,0,Musculoskeletal disorders
South East Asian,2009,0,0,Musculoskeletal disorders
South East Asian,2010,0,0,Musculoskeletal disorders
South East Asian,2011,0,0,Musculoskeletal disorders
South East Asian,2012,0,0,Musculoskeletal disorders
South East Asian,2013,0,0,Musculoskeletal disorders
South East Asian,2014,0,0,Musculoskeletal disorders
South East Asian,2015,0,0,Musculoskeletal disorders
South East Asian,2016,0,0,Musculoskeletal disorders
South East Asian,2017,0,0,Musculoskeletal disorders
South East Asian,2018,0,0,Musculoskeletal disorders
South East Asian,2019,0,0,Musculoskeletal disorders
South East Asian,2020,0,0,Musculoskeletal disorders
South East Asian,2021,1511,0.000237897205211777,Musculoskeletal disorders
Sub-Saharan African,2007,0,0,Musculoskeletal disorders
Sub-Saharan African,2008,0,0,Musculoskeletal disorders
Sub-Saharan African,2009,0,0,Musculoskeletal disorders
Sub-Saharan African,2010,0,0,Musculoskeletal disorders
Sub-Saharan African,2011,0,0,Musculoskeletal disorders
Sub-Saharan African,2012,0,0,Musculoskeletal disorders
Sub-Saharan African,2013,0,0,Musculoskeletal disorders
Sub-Saharan African,2014,637,0.00369309617123907,Musculoskeletal disorders
Sub-Saharan African,2015,0,0,Musculoskeletal disorders
Sub-Saharan African,2016,0,0,Musculoskeletal disorders
Sub-Saharan African,2017,0,0,Musculoskeletal disorders
Sub-Saharan African,2018,0,0,Musculoskeletal disorders
Sub-Saharan African,2019,4213,0.00201856234089987,Musculoskeletal disorders
Sub-Saharan African,2020,0,0,Musculoskeletal disorders
Sub-Saharan African,2021,0,0,Musculoskeletal disorders
African American or Afro-Caribbean,2005,0,0,Neurological disorders
African American or Afro-Caribbean,2006,0,0,Neurological disorders
African American or Afro-Caribbean,2007,0,0,Neurological disorders
African American or Afro-Caribbean,2008,0,0,Neurological disorders
African American or Afro-Caribbean,2009,0,0,Neurological disorders
African American or Afro-Caribbean,2010,401,0.00212095247162367,Neurological disorders
African American or Afro-Caribbean,2011,1021,0.00322679535922987,Neurological disorders
African American or Afro-Caribbean,2012,0,0,Neurological disorders
African American or Afro-Caribbean,2013,5896,0.0112924448257964,Neurological disorders
African American or Afro-Caribbean,2014,4896,0.0269266940553383,Neurological disorders
African American or Afro-Caribbean,2015,0,0,Neurological disorders
African American or Afro-Caribbean,2016,5609,0.00185457782151085,Neurological disorders
African American or Afro-Caribbean,2017,9966,0.00950031362664892,Neurological disorders
African American or Afro-Caribbean,2018,6780,0.00729051856232694,Neurological disorders
African American or Afro-Caribbean,2019,0,0,Neurological disorders
African American or Afro-Caribbean,2020,0,0,Neurological disorders
African American or Afro-Caribbean,2021,1970,0.00047921560121924,Neurological disorders
African unspecified,2005,0,0,Neurological disorders
African unspecified,2006,0,0,Neurological disorders
African unspecified,2007,0,0,Neurological disorders
African unspecified,2008,0,0,Neurological disorders
African unspecified,2009,0,0,Neurological disorders
African unspecified,2010,0,0,Neurological disorders
African unspecified,2011,0,0,Neurological disorders
African unspecified,2012,0,0,Neurological disorders
African unspecified,2013,0,0,Neurological disorders
African unspecified,2014,0,0,Neurological disorders
African unspecified,2015,0,0,Neurological disorders
African unspecified,2016,0,0,Neurological disorders
African unspecified,2017,4407,0.00420107185958678,Neurological disorders
African unspecified,2018,90.75,9.75832683674292e-05,Neurological disorders
African unspecified,2019,0,0,Neurological disorders
African unspecified,2020,0,0,Neurological disorders
African unspecified,2021,0,0,Neurological disorders
Asian unspecified,2005,2,0.00129032258064516,Neurological disorders
Asian unspecified,2006,0,0,Neurological disorders
Asian unspecified,2007,0,0,Neurological disorders
Asian unspecified,2008,0,0,Neurological disorders
Asian unspecified,2009,0,0,Neurological disorders
Asian unspecified,2010,0,0,Neurological disorders
Asian unspecified,2011,0,0,Neurological disorders
Asian unspecified,2012,49040,0.223705278331516,Neurological disorders
Asian unspecified,2013,0,0,Neurological disorders
Asian unspecified,2014,0,0,Neurological disorders
Asian unspecified,2015,0.2,3.9820806371329e-06,Neurological disorders
Asian unspecified,2016,455,0.000150442665143063,Neurological disorders
Asian unspecified,2017,0,0,Neurological disorders
Asian unspecified,2018,90.75,9.75832683674292e-05,Neurological disorders
Asian unspecified,2019,0,0,Neurological disorders
Asian unspecified,2020,0,0,Neurological disorders
Asian unspecified,2021,0,0,Neurological disorders
East Asian,2005,0,0,Neurological disorders
East Asian,2006,0,0,Neurological disorders
East Asian,2007,0,0,Neurological disorders
East Asian,2008,0,0,Neurological disorders
East Asian,2009,20525,0.230597249685422,Neurological disorders
East Asian,2010,3086,0.0163223424624205,Neurological disorders
East Asian,2011,4531,0.014319892039834,Neurological disorders
East Asian,2012,4613,0.0210430760388109,Neurological disorders
East Asian,2013,6425,0.0123056238137283,Neurological disorders
East Asian,2014,1845,0.0101470078701183,Neurological disorders
East Asian,2015,19856.2,0.395344947735192,Neurological disorders
East Asian,2016,36280,0.0119957360250337,Neurological disorders
East Asian,2017,8993,0.00857277949472745,Neurological disorders
East Asian,2018,0,0,Neurological disorders
East Asian,2019,0,0,Neurological disorders
East Asian,2020,58038,0.0243149862815013,Neurological disorders
East Asian,2021,399941.26875,0.0972883733788917,Neurological disorders
European,2005,1285,0.829032258064516,Neurological disorders
European,2006,537,1,Neurological disorders
European,2007,3242,1,Neurological disorders
European,2008,20728,1,Neurological disorders
European,2009,68161,0.765785097968722,Neurological disorders
European,2010,164578,0.870479091957306,Neurological disorders
European,2011,310441,0.981125933510949,Neurological disorders
European,2012,165279,0.753951563975422,Neurological disorders
European,2013,501542,0.960589444168858,Neurological disorders
European,2014,168456,0.926463066541273,Neurological disorders
European,2015,20739,0.412921851667496,Neurological disorders
European,2016,2980108,0.985352505349807,Neurological disorders
European,2017,1025537,0.977616208682787,Neurological disorders
European,2018,922916.25,0.992409742197371,Neurological disorders
European,2019,3396245,0.997573509930663,Neurological disorders
European,2020,2328885,0.975685013718499,Neurological disorders
European,2021,3262210.25793871,0.793554340132828,Neurological disorders
Greater Middle Eastern (Middle Eastern,2005,0,0,Neurological disorders
Greater Middle Eastern (Middle Eastern,2006,0,0,Neurological disorders
Greater Middle Eastern (Middle Eastern,2007,0,0,Neurological disorders
Greater Middle Eastern (Middle Eastern,2008,0,0,Neurological disorders
Greater Middle Eastern (Middle Eastern,2009,0,0,Neurological disorders
Greater Middle Eastern (Middle Eastern,2010,309,0.00163434990955539,Neurological disorders
Greater Middle Eastern (Middle Eastern,2011,0,0,Neurological disorders
Greater Middle Eastern (Middle Eastern,2012,0,0,Neurological disorders
Greater Middle Eastern (Middle Eastern,2013,901,0.00172566024220532,Neurological disorders
Greater Middle Eastern (Middle Eastern,2014,0,0,Neurological disorders
Greater Middle Eastern (Middle Eastern,2015,120.5,0.00239920358387257,Neurological disorders
Greater Middle Eastern (Middle Eastern,2016,0,0,Neurological disorders
Greater Middle Eastern (Middle Eastern,2017,57.5,5.48131681248558e-05,Neurological disorders
Greater Middle Eastern (Middle Eastern,2018,0,0,Neurological disorders
Greater Middle Eastern (Middle Eastern,2019,0,0,Neurological disorders
Greater Middle Eastern (Middle Eastern,2020,0,0,Neurological disorders
Greater Middle Eastern (Middle Eastern,2021,123,2.99205679949068e-05,Neurological disorders
Hispanic or Latin American,2005,0,0,Neurological disorders
Hispanic or Latin American,2006,0,0,Neurological disorders
Hispanic or Latin American,2007,0,0,Neurological disorders
Hispanic or Latin American,2008,0,0,Neurological disorders
Hispanic or Latin American,2009,0,0,Neurological disorders
Hispanic or Latin American,2010,12839,0.0679075031999408,Neurological disorders
Hispanic or Latin American,2011,418,0.00132105823717736,Neurological disorders
Hispanic or Latin American,2012,0,0,Neurological disorders
Hispanic or Latin American,2013,0,0,Neurological disorders
Hispanic or Latin American,2014,0,0,Neurological disorders
Hispanic or Latin American,2015,5300.2,0.105529118964659,Neurological disorders
Hispanic or Latin American,2016,1956,0.000646738138505122,Neurological disorders
Hispanic or Latin American,2017,0,0,Neurological disorders
Hispanic or Latin American,2018,97.25,0.0001045727035673,Neurological disorders
Hispanic or Latin American,2019,1970,0.00057864489003691,Neurological disorders
Hispanic or Latin American,2020,0,0,Neurological disorders
Hispanic or Latin American,2021,442253,0.107580983393915,Neurological disorders
Native American,2005,0,0,Neurological disorders
Native American,2006,0,0,Neurological disorders
Native American,2007,0,0,Neurological disorders
Native American,2008,0,0,Neurological disorders
Native American,2009,0,0,Neurological disorders
Native American,2010,0,0,Neurological disorders
Native American,2011,2,6.32085280946105e-06,Neurological disorders
Native American,2012,0,0,Neurological disorders
Native American,2013,0,0,Neurological disorders
Native American,2014,0,0,Neurological disorders
Native American,2015,0,0,Neurological disorders
Native American,2016,0,0,Neurological disorders
Native American,2017,0,0,Neurological disorders
Native American,2018,0,0,Neurological disorders
Native American,2019,0,0,Neurological disorders
Native American,2020,0,0,Neurological disorders
Native American,2021,0,0,Neurological disorders
North African or Persian),2005,0,0,Neurological disorders
North African or Persian),2006,0,0,Neurological disorders
North African or Persian),2007,0,0,Neurological disorders
North African or Persian),2008,0,0,Neurological disorders
North African or Persian),2009,0,0,Neurological disorders
North African or Persian),2010,309,0.00163434990955539,Neurological disorders
North African or Persian),2011,0,0,Neurological disorders
North African or Persian),2012,0,0,Neurological disorders
North African or Persian),2013,901,0.00172566024220532,Neurological disorders
North African or Persian),2014,0,0,Neurological disorders
North African or Persian),2015,120.5,0.00239920358387257,Neurological disorders
North African or Persian),2016,0,0,Neurological disorders
North African or Persian),2017,57.5,5.48131681248558e-05,Neurological disorders
North African or Persian),2018,0,0,Neurological disorders
North African or Persian),2019,0,0,Neurological disorders
North African or Persian),2020,0,0,Neurological disorders
North African or Persian),2021,123,2.99205679949068e-05,Neurological disorders
Other,2005,263,0.169677419354839,Neurological disorders
Other,2006,0,0,Neurological disorders
Other,2007,0,0,Neurological disorders
Other,2008,0,0,Neurological disorders
Other,2009,322,0.00361765234585655,Neurological disorders
Other,2010,7544,0.0399014100895983,Neurological disorders
Other,2011,0,0,Neurological disorders
Other,2012,285,0.00130008165425127,Neurological disorders
Other,2013,6454,0.0123611667072066,Neurological disorders
Other,2014,6630,0.0364632315332706,Neurological disorders
Other,2015,4088.2,0.0813977103036337,Neurological disorders
Other,2016,0,0,Neurological disorders
Other,2017,0,0,Neurological disorders
Other,2018,0,0,Neurological disorders
Other,2019,0,0,Neurological disorders
Other,2020,0,0,Neurological disorders
Other,2021,4264,0.00103724635715677,Neurological disorders
South Asian,2005,0,0,Neurological disorders
South Asian,2006,0,0,Neurological disorders
South Asian,2007,0,0,Neurological disorders
South Asian,2008,0,0,Neurological disorders
South Asian,2009,0,0,Neurological disorders
South Asian,2010,0,0,Neurological disorders
South Asian,2011,0,0,Neurological disorders
South Asian,2012,0,0,Neurological disorders
South Asian,2013,0,0,Neurological disorders
South Asian,2014,0,0,Neurological disorders
South Asian,2015,0,0,Neurological disorders
South Asian,2016,0,0,Neurological disorders
South Asian,2017,0,0,Neurological disorders
South Asian,2018,0,0,Neurological disorders
South Asian,2019,2078,0.000610367554059238,Neurological disorders
South Asian,2020,0,0,Neurological disorders
South Asian,2021,0,0,Neurological disorders
South East Asian,2005,0,0,Neurological disorders
South East Asian,2006,0,0,Neurological disorders
South East Asian,2007,0,0,Neurological disorders
South East Asian,2008,0,0,Neurological disorders
South East Asian,2009,0,0,Neurological disorders
South East Asian,2010,0,0,Neurological disorders
South East Asian,2011,0,0,Neurological disorders
South East Asian,2012,0,0,Neurological disorders
South East Asian,2013,0,0,Neurological disorders
South East Asian,2014,0,0,Neurological disorders
South East Asian,2015,0.2,3.9820806371329e-06,Neurological disorders
South East Asian,2016,0,0,Neurological disorders
South East Asian,2017,0,0,Neurological disorders
South East Asian,2018,0,0,Neurological disorders
South East Asian,2019,0,0,Neurological disorders
South East Asian,2020,0,0,Neurological disorders
South East Asian,2021,0,0,Neurological disorders
Sub-Saharan African,2005,0,0,Neurological disorders
Sub-Saharan African,2006,0,0,Neurological disorders
Sub-Saharan African,2007,0,0,Neurological disorders
Sub-Saharan African,2008,0,0,Neurological disorders
Sub-Saharan African,2009,0,0,Neurological disorders
Sub-Saharan African,2010,0,0,Neurological disorders
Sub-Saharan African,2011,0,0,Neurological disorders
Sub-Saharan African,2012,0,0,Neurological disorders
Sub-Saharan African,2013,0,0,Neurological disorders
Sub-Saharan African,2014,0,0,Neurological disorders
Sub-Saharan African,2015,0,0,Neurological disorders
Sub-Saharan African,2016,0,0,Neurological disorders
Sub-Saharan African,2017,0,0,Neurological disorders
Sub-Saharan African,2018,0,0,Neurological disorders
Sub-Saharan African,2019,4213,0.00123747762524137,Neurological disorders
Sub-Saharan African,2020,0,0,Neurological disorders
Sub-Saharan African,2021,0,0,Neurological disorders
African American or Afro-Caribbean,2007,0,0,Skin disease
African American or Afro-Caribbean,2008,0,0,Skin disease
African American or Afro-Caribbean,2009,0,0,Skin disease
African American or Afro-Caribbean,2010,0,0,Skin disease
African American or Afro-Caribbean,2011,0,0,Skin disease
African American or Afro-Caribbean,2012,0,0,Skin disease
African American or Afro-Caribbean,2013,246.666666666667,0.000651664297778881,Skin disease
African American or Afro-Caribbean,2014,0,0,Skin disease
African American or Afro-Caribbean,2015,2554,0.00238918673168797,Skin disease
African American or Afro-Caribbean,2016,26633,0.0085447654528777,Skin disease
African American or Afro-Caribbean,2017,0,0,Skin disease
African American or Afro-Caribbean,2018,8795,0.0011973949478238,Skin disease
African American or Afro-Caribbean,2019,0,0,Skin disease
African American or Afro-Caribbean,2020,0,0,Skin disease
African American or Afro-Caribbean,2021,0,0,Skin disease
African unspecified,2007,0,0,Skin disease
African unspecified,2008,0,0,Skin disease
African unspecified,2009,0,0,Skin disease
African unspecified,2010,0,0,Skin disease
African unspecified,2011,0,0,Skin disease
African unspecified,2012,0,0,Skin disease
African unspecified,2013,0,0,Skin disease
African unspecified,2014,3485,0.00993732499187335,Skin disease
African unspecified,2015,0,0,Skin disease
African unspecified,2016,0,0,Skin disease
African unspecified,2017,35,2.51745857521914e-05,Skin disease
African unspecified,2018,0,0,Skin disease
African unspecified,2019,0,0,Skin disease
African unspecified,2020,0,0,Skin disease
African unspecified,2021,0,0,Skin disease
Asian unspecified,2007,0,0,Skin disease
Asian unspecified,2008,0,0,Skin disease
Asian unspecified,2009,0,0,Skin disease
Asian unspecified,2010,0,0,Skin disease
Asian unspecified,2011,0,0,Skin disease
Asian unspecified,2012,0,0,Skin disease
Asian unspecified,2013,0,0,Skin disease
Asian unspecified,2014,380,0.00108355337070642,Skin disease
Asian unspecified,2015,0.2,1.87093714306027e-07,Skin disease
Asian unspecified,2016,0,0,Skin disease
Asian unspecified,2017,0,0,Skin disease
Asian unspecified,2018,756,0.000102925591876611,Skin disease
Asian unspecified,2019,0,0,Skin disease
Asian unspecified,2020,0,0,Skin disease
Asian unspecified,2021,0,0,Skin disease
East Asian,2007,0,0,Skin disease
East Asian,2008,0,0,Skin disease
East Asian,2009,16022,0.164547601930779,Skin disease
East Asian,2010,27369,0.319101306999032,Skin disease
East Asian,2011,19200,0.0671955986882859,Skin disease
East Asian,2012,92413,0.516946640039828,Skin disease
East Asian,2013,5530,0.014609609054259,Skin disease
East Asian,2014,57259,0.163271532771787,Skin disease
East Asian,2015,74260.2,0.0694680832155423,Skin disease
East Asian,2016,9175,0.00294364972140401,Skin disease
East Asian,2017,11383,0.00818749456049129,Skin disease
East Asian,2018,57794,0.00786836198004877,Skin disease
East Asian,2019,65933,0.0341693995414575,Skin disease
East Asian,2020,0,0,Skin disease
East Asian,2021,273002.76875,0.0891526031168391,Skin disease
European,2007,6918,1,Skin disease
European,2008,65099,1,Skin disease
European,2009,81026,0.832145424668789,Skin disease
European,2010,52725,0.614732595693083,Skin disease
European,2011,237858.166666667,0.83244905792004,Skin disease
European,2012,84979,0.47536178377441,Skin disease
European,2013,364238.666666667,0.962275682178038,Skin disease
European,2014,288953,0.8239368345414,Skin disease
European,2015,985851,0.922232626711557,Skin disease
European,2016,3081071,0.988511584825718,Skin disease
