Country,position,Trait,DATE,Prop
Singapore,All,Chronic respiratory disease,2018,0.000268817204301075
Singapore,All,CVD,2018,0.00607356846423922
Singapore,All,Diabetes and CKD,2018,0.0285985838141655
Singapore,All,Digestive diseases,2018,0.0149935968162184
Singapore,All,Skin disease,2018,0.00952380952380953
Singapore,First,All traits,2018,0.00534635053463505
Singapore,First,Cancer,2018,0
Singapore,First,Chronic respiratory disease,2018,0
Singapore,First,CVD,2018,0.00471698113207547
Singapore,First,Diabetes and CKD,2018,0.0357142857142857
Singapore,First,Digestive diseases,2018,0.0168918918918919
Singapore,First,Neurological disorders,2018,0
Singapore,First,Skin disease,2018,0
Singapore,Senior,All traits,2018,0.00453277545327755
Singapore,Senior,Cancer,2018,0
Singapore,Senior,Chronic respiratory disease,2018,0
Singapore,Senior,CVD,2018,0
Singapore,Senior,Diabetes and CKD,2018,0.030952380952381
Singapore,Senior,Digestive diseases,2018,0.0146396396396396
Singapore,Senior,Neurological disorders,2018,0
Singapore,Senior,Skin disease,2018,0
South Africa,All,Musculoskeletal disorders,2018,0.00135135135135135
South Africa,First,Mental disorders,2018,0.0204081632653061
South Africa,First,Musculoskeletal disorders,2018,0
South Africa,Senior,Mental disorders,2018,0.0204081632653061
South Africa,Senior,Musculoskeletal disorders,2018,0.05
South Korea,All,All traits,2018,0.0287610226155148
South Korea,All,Cancer,2018,0.0213078592652632
South Korea,All,Chronic respiratory disease,2018,0.000537634408602151
South Korea,All,CVD,2018,0.0338595806574106
South Korea,All,Diabetes and CKD,2018,0.000962732919254658
South Korea,All,Digestive diseases,2018,0.0285660594182774
South Korea,All,Mental disorders,2018,0.0204081632653061
South Korea,All,Skin disease,2018,0.044973544973545
South Korea,First,All traits,2018,0.0271966527196653
South Korea,First,Cancer,2018,0.0169491525423729
South Korea,First,Chronic respiratory disease,2018,0
South Korea,First,CVD,2018,0.0377358490566038
South Korea,First,Diabetes and CKD,2018,0
South Korea,First,Digestive diseases,2018,0.027027027027027
South Korea,First,Mental disorders,2018,0.0204081632653061
South Korea,First,Musculoskeletal disorders,2018,0
South Korea,First,Neurological disorders,2018,0
South Korea,First,Skin disease,2018,0.0238095238095238
South Korea,First,Substance use,2018,0
South Korea,Senior,All traits,2018,0.0285913528591353
South Korea,Senior,Cancer,2018,0.0141242937853107
South Korea,Senior,Chronic respiratory disease,2018,0
South Korea,Senior,CVD,2018,0.0377358490566038
South Korea,Senior,Diabetes and CKD,2018,0
South Korea,Senior,Digestive diseases,2018,0.027027027027027
South Korea,Senior,Mental disorders,2018,0.0204081632653061
South Korea,Senior,Musculoskeletal disorders,2018,0
South Korea,Senior,Neurological disorders,2018,0
South Korea,Senior,Skin disease,2018,0.0476190476190476
South Korea,Senior,Substance use,2018,0
Spain,All,All traits,2018,0.0286959083065448
Spain,All,Cancer,2018,0.0391092351310731
Spain,All,Chronic respiratory disease,2018,0.118333580680779
Spain,All,CVD,2018,0.047839627225714
Spain,All,Diabetes and CKD,2018,0.0251680979544077
Spain,All,Digestive diseases,2018,0.0162832549301779
Spain,All,Mental disorders,2018,0.0039934588935196
Spain,All,Musculoskeletal disorders,2018,0.283807378807379
Spain,All,Neurological disorders,2018,0.00713321765953345
Spain,All,Skin disease,2018,0.0658730158730159
Spain,First,All traits,2018,0.0376569037656904
Spain,First,Cancer,2018,0.0338983050847458
Spain,First,Chronic respiratory disease,2018,0.166666666666667
Spain,First,CVD,2018,0.0754716981132076
Spain,First,Diabetes and CKD,2018,0.0571428571428571
Spain,First,Digestive diseases,2018,0.0405405405405405
Spain,First,Musculoskeletal disorders,2018,0.4
Spain,First,Neurological disorders,2018,0
Spain,First,Skin disease,2018,0.142857142857143
Spain,Senior,All traits,2018,0.0345188284518828
Spain,Senior,Cancer,2018,0.0338983050847458
Spain,Senior,Chronic respiratory disease,2018,0.166666666666667
Spain,Senior,CVD,2018,0.0660377358490566
Spain,Senior,Diabetes and CKD,2018,0.05
Spain,Senior,Digestive diseases,2018,0.0371621621621622
Spain,Senior,Musculoskeletal disorders,2018,0.35
Spain,Senior,Neurological disorders,2018,0
Spain,Senior,Skin disease,2018,0.142857142857143
Sweden,All,All traits,2018,0.0288307625388242
Sweden,All,Cancer,2018,0.0258698703103707
Sweden,All,Chronic respiratory disease,2018,0.00797297833588156
Sweden,All,CVD,2018,0.0486781392689238
Sweden,All,Diabetes and CKD,2018,0.0402224487765513
Sweden,All,Digestive diseases,2018,0.0410221811630214
Sweden,All,Mental disorders,2018,0.015015109959682
Sweden,All,Musculoskeletal disorders,2018,0.00833333333333333
Sweden,All,Neurological disorders,2018,0.0187737363850724
Sweden,All,Skin disease,2018,0.00396825396825397
Sweden,First,All traits,2018,0.0221757322175732
Sweden,First,Cancer,2018,0.00508474576271187
Sweden,First,Chronic respiratory disease,2018,0
Sweden,First,CVD,2018,0.0377358490566038
Sweden,First,Diabetes and CKD,2018,0.0357142857142857
Sweden,First,Digestive diseases,2018,0.0472972972972973
Sweden,First,Mental disorders,2018,0.0102040816326531
Sweden,First,Musculoskeletal disorders,2018,0
Sweden,First,Neurological disorders,2018,0.0448717948717949
Sweden,Senior,All traits,2018,0.0195606694560669
Sweden,Senior,Cancer,2018,0.0162429378531073
Sweden,Senior,Chronic respiratory disease,2018,0
Sweden,Senior,CVD,2018,0.030398322851153
Sweden,Senior,Diabetes and CKD,2018,0.0178571428571429
Sweden,Senior,Digestive diseases,2018,0.0219594594594595
Sweden,Senior,Mental disorders,2018,0.0188775510204082
Sweden,Senior,Musculoskeletal disorders,2018,0
Sweden,Senior,Skin disease,2018,0
Switzerland,All,All traits,2018,0.00381897114553767
Switzerland,All,Chronic respiratory disease,2018,0.00757575757575758
Switzerland,All,Digestive diseases,2018,0.000324094586389668
Switzerland,All,Mental disorders,2018,0.0107402404700665
Switzerland,Senior,Neurological disorders,2018,0
Turkey,All,CVD,2018,0.00471698113207547
Turkey,All,Skin disease,2018,0.0119047619047619
Turkey,Senior,Musculoskeletal disorders,2018,0
Turkey,Senior,Neurological disorders,2018,0
Turkey,Senior,Skin disease,2018,0
Uganda,Senior,Cancer,2018,0.0169491525423729
United Arab Emirates,All,Substance use,2018,0.075
United Arab Emirates,Senior,Substance use,2018,0.0833333333333333
United Kingdom,All,All traits,2018,0.105173045945646
United Kingdom,All,Cancer,2018,0.090618244331669
United Kingdom,All,Chronic respiratory disease,2018,0.0983431501201489
United Kingdom,All,CVD,2018,0.0577449069781802
United Kingdom,All,Diabetes and CKD,2018,0.090029976621186
United Kingdom,All,Digestive diseases,2018,0.0582083390589928
United Kingdom,All,Mental disorders,2018,0.166501376915836
United Kingdom,All,Musculoskeletal disorders,2018,0.258441347508064
United Kingdom,All,Neurological disorders,2018,0.130796254547579
United Kingdom,All,Skin disease,2018,0.0910224251665138
United Kingdom,All,Substance use,2018,0.0402777777777778
United Kingdom,First,All traits,2018,0.111526200438334
United Kingdom,First,Cancer,2018,0.0971751412429379
United Kingdom,First,Chronic respiratory disease,2018,0.102380952380952
United Kingdom,First,CVD,2018,0.0504043126684636
United Kingdom,First,Diabetes and CKD,2018,0.157142857142857
United Kingdom,First,Digestive diseases,2018,0.101351351351351
United Kingdom,First,Mental disorders,2018,0.170068027210884
United Kingdom,First,Musculoskeletal disorders,2018,0.183333333333333
United Kingdom,First,Neurological disorders,2018,0.153846153846154
United Kingdom,First,Skin disease,2018,0.0952380952380952
United Kingdom,First,Substance use,2018,0
United Kingdom,Senior,All traits,2018,0.116666666666667
United Kingdom,Senior,Cancer,2018,0.105225988700565
United Kingdom,Senior,Chronic respiratory disease,2018,0.0857142857142857
United Kingdom,Senior,CVD,2018,0.0586477987421384
United Kingdom,Senior,Diabetes and CKD,2018,0.138095238095238
United Kingdom,Senior,Digestive diseases,2018,0.0878378378378378
United Kingdom,Senior,Mental disorders,2018,0.157823129251701
United Kingdom,Senior,Musculoskeletal disorders,2018,0.3
United Kingdom,Senior,Neurological disorders,2018,0.115384615384615
United Kingdom,Senior,Skin disease,2018,0.0952380952380952
United Kingdom,Senior,Substance use,2018,0
United States,All,All traits,2018,0.363303070740602
United States,All,Cancer,2018,0.336655443529721
United States,All,Chronic respiratory disease,2018,0.499156642957349
United States,All,CVD,2018,0.41346807051175
United States,All,Diabetes and CKD,2018,0.319268931013634
United States,All,Digestive diseases,2018,0.310597996044505
United States,All,Mental disorders,2018,0.413405099777943
United States,All,Musculoskeletal disorders,2018,0.222140120415982
United States,All,Neurological disorders,2018,0.527563635180365
United States,All,Skin disease,2018,0.289519695404707
United States,All,Substance use,2018,0.454365079365079
United States,First,All traits,2018,0.376427907285648
United States,First,Cancer,2018,0.407062146892655
United States,First,Chronic respiratory disease,2018,0.476190476190476
United States,First,CVD,2018,0.415453728661276
United States,First,Diabetes and CKD,2018,0.264285714285714
United States,First,Digestive diseases,2018,0.300675675675676
United States,First,Mental disorders,2018,0.43452380952381
United States,First,Musculoskeletal disorders,2018,0.2
United States,First,Neurological disorders,2018,0.512820512820513
United States,First,Skin disease,2018,0.285714285714286
United States,First,Substance use,2018,0.333333333333333
United States,Senior,All traits,2018,0.370908879590888
United States,Senior,Cancer,2018,0.372316384180791
United States,Senior,Chronic respiratory disease,2018,0.464285714285714
United States,Senior,CVD,2018,0.417662473794549
United States,Senior,Diabetes and CKD,2018,0.314285714285714
United States,Senior,Digestive diseases,2018,0.318243243243243
United States,Senior,Mental disorders,2018,0.422108843537415
United States,Senior,Musculoskeletal disorders,2018,0.2
United States,Senior,Neurological disorders,2018,0.519230769230769
United States,Senior,Skin disease,2018,0.30952380952381
United States,Senior,Substance use,2018,0.5
Australia,All,All traits,2019,0.0285819214000156
Australia,All,Cancer,2019,0.0539224727234456
Australia,All,Chronic respiratory disease,2019,0.0114288395538396
Australia,All,CVD,2019,0.017224220974221
Australia,All,Diabetes and CKD,2019,0.0113585552631131
Australia,All,Digestive diseases,2019,0.016396536386306
Australia,All,Mental disorders,2019,0.046058972618445
Australia,All,Musculoskeletal disorders,2019,0.0630262249827467
Australia,All,Neurological disorders,2019,0.0186705636344571
Australia,All,Skin disease,2019,0.126689189189189
Australia,First,All traits,2019,0.0350177304964539
Australia,First,Cancer,2019,0.0588235294117647
Australia,First,Chronic respiratory disease,2019,0.0416666666666667
Australia,First,CVD,2019,0
Australia,First,Diabetes and CKD,2019,0
Australia,First,Digestive diseases,2019,0.0178571428571429
Australia,First,Mental disorders,2019,0.0478723404255319
Australia,First,Musculoskeletal disorders,2019,0.166666666666667
Australia,First,Neurological disorders,2019,0.0196078431372549
Australia,First,Skin disease,2019,0.125
Australia,First,Substance use,2019,0
Australia,Senior,All traits,2019,0.0279255319148936
Australia,Senior,Cancer,2019,0.0588235294117647
Australia,Senior,Chronic respiratory disease,2019,0
Australia,Senior,CVD,2019,0
Australia,Senior,Diabetes and CKD,2019,0.0178571428571429
Australia,Senior,Digestive diseases,2019,0.0267857142857143
Australia,Senior,Mental disorders,2019,0.0478723404255319
Australia,Senior,Musculoskeletal disorders,2019,0.0833333333333333
Australia,Senior,Neurological disorders,2019,0
Australia,Senior,Skin disease,2019,0.125
Australia,Senior,Substance use,2019,0
Austria,First,Cancer,2019,0
Austria,Senior,Cancer,2019,0
Belgium,All,All traits,2019,0.00148253160938098
Belgium,All,Neurological disorders,2019,0.00289089994972348
Belgium,First,All traits,2019,0
Belgium,First,Neurological disorders,2019,0
Belgium,Senior,Musculoskeletal disorders,2019,0
Belgium,Senior,Neurological disorders,2019,0
Benin,First,Chronic respiratory disease,2019,0
Benin,First,Skin disease,2019,0
Canada,All,All traits,2019,0.0259390340359609
Canada,All,Cancer,2019,0.0402147603820535
Canada,All,Chronic respiratory disease,2019,0.0284731371687893
Canada,All,CVD,2019,0.0134799608993157
Canada,All,Diabetes and CKD,2019,0.0115803263141182
Canada,All,Digestive diseases,2019,0.0551229801220363
Canada,All,Mental disorders,2019,0.00627528235000623
Canada,All,Musculoskeletal disorders,2019,0.029071773636991
Canada,All,Neurological disorders,2019,0.0156022678279869
Canada,All,Skin disease,2019,0.0171663160355306
Canada,First,All traits,2019,0.0354609929078014
Canada,First,Cancer,2019,0.0588235294117647
Canada,First,Chronic respiratory disease,2019,0.0833333333333333
Canada,First,CVD,2019,0.0454545454545455
Canada,First,Diabetes and CKD,2019,0
Canada,First,Digestive diseases,2019,0.0625
Canada,First,Mental disorders,2019,0.0124113475177305
Canada,First,Musculoskeletal disorders,2019,0.0833333333333333
Canada,First,Neurological disorders,2019,0.0294117647058824
Canada,First,Skin disease,2019,0.0625
Canada,Senior,All traits,2019,0.0252659574468085
Canada,Senior,Cancer,2019,0.0294117647058824
Canada,Senior,Chronic respiratory disease,2019,0.0520833333333333
Canada,Senior,CVD,2019,0
Canada,Senior,Diabetes and CKD,2019,0
Canada,Senior,Digestive diseases,2019,0.0625
Canada,Senior,Musculoskeletal disorders,2019,0
Canada,Senior,Neurological disorders,2019,0
Canada,Senior,Skin disease,2019,0
Chile,First,Neurological disorders,2019,0
Chile,Senior,Chronic respiratory disease,2019,0
Chile,Senior,Neurological disorders,2019,0
China,All,All traits,2019,0.062617334974603
China,All,Cancer,2019,0.117110305456871
China,All,Chronic respiratory disease,2019,0.0465176222848857
China,All,CVD,2019,0.064491896991897
China,All,Diabetes and CKD,2019,0.134063725226193
China,All,Digestive diseases,2019,0.117539386252992
China,All,Mental disorders,2019,0.046450653365547
China,All,Neurological disorders,2019,0.00588235294117647
China,All,Skin disease,2019,0.108695652173913
China,First,All traits,2019,0.074468085106383
China,First,Cancer,2019,0.132352941176471
China,First,Chronic respiratory disease,2019,0.0833333333333333
China,First,CVD,2019,0.0909090909090909
China,First,Diabetes and CKD,2019,0.160714285714286
China,First,Digestive diseases,2019,0.133928571428571
China,First,Mental disorders,2019,0.0425531914893617
China,First,Musculoskeletal disorders,2019,0
China,First,Neurological disorders,2019,0
China,First,Skin disease,2019,0.125
China,First,Substance use,2019,0
China,Senior,All traits,2019,0.0584895305639986
China,Senior,Cancer,2019,0.10609243697479
China,Senior,Chronic respiratory disease,2019,0.0357142857142857
China,Senior,CVD,2019,0.0606060606060606
China,Senior,Diabetes and CKD,2019,0.125
China,Senior,Digestive diseases,2019,0.107142857142857
China,Senior,Mental disorders,2019,0.0508274231678487
China,Senior,Musculoskeletal disorders,2019,0
China,Senior,Neurological disorders,2019,0
China,Senior,Skin disease,2019,0.107142857142857
China,Senior,Substance use,2019,0
Denmark,All,All traits,2019,0.0173827574178496
Denmark,All,Cancer,2019,0.00169600808174218
Denmark,All,Chronic respiratory disease,2019,0.000631313131313131
Denmark,All,CVD,2019,0.00103305785123967
Denmark,All,Diabetes and CKD,2019,0.00154518646491124
Denmark,All,Digestive diseases,2019,0.00125705815923207
Denmark,All,Mental disorders,2019,0.0657471658952033
Denmark,All,Musculoskeletal disorders,2019,0.00271739130434783
Denmark,All,Neurological disorders,2019,0.000959079283887468
Denmark,First,All traits,2019,0.0186170212765957
Denmark,First,Cancer,2019,0
Denmark,First,Chronic respiratory disease,2019,0
Denmark,First,CVD,2019,0
Denmark,First,Diabetes and CKD,2019,0
Denmark,First,Digestive diseases,2019,0
Denmark,First,Mental disorders,2019,0.074468085106383
Denmark,First,Musculoskeletal disorders,2019,0
Denmark,First,Neurological disorders,2019,0
Denmark,First,Substance use,2019,0
Denmark,Senior,All traits,2019,0.0195035460992908
Denmark,Senior,Cancer,2019,0
Denmark,Senior,Chronic respiratory disease,2019,0
Denmark,Senior,CVD,2019,0
Denmark,Senior,Diabetes and CKD,2019,0
Denmark,Senior,Digestive diseases,2019,0
Denmark,Senior,Mental disorders,2019,0.0780141843971631
Denmark,Senior,Musculoskeletal disorders,2019,0
Denmark,Senior,Neurological disorders,2019,0
Egypt,All,Musculoskeletal disorders,2019,0.166666666666667
Egypt,First,Musculoskeletal disorders,2019,0.166666666666667
Egypt,Senior,Musculoskeletal disorders,2019,0.166666666666667
Finland,All,All traits,2019,0.00993359998296926
Finland,All,Cancer,2019,0.00740781246585263
Finland,All,CVD,2019,0.0112734487734488
Finland,All,Diabetes and CKD,2019,0.0192357545947249
Finland,All,Digestive diseases,2019,0.0183234138858727
Finland,All,Mental disorders,2019,0.0108322264214498
Finland,All,Neurological disorders,2019,0.0232898930019144
Finland,All,Skin disease,2019,0.0288978494623656
Finland,First,All traits,2019,0.00531914893617021
Finland,First,Cancer,2019,0
Finland,First,Chronic respiratory disease,2019,0
Finland,First,CVD,2019,0
Finland,First,Diabetes and CKD,2019,0.0357142857142857
Finland,First,Digestive diseases,2019,0.0178571428571429
Finland,First,Neurological disorders,2019,0
Finland,First,Skin disease,2019,0
Finland,First,Substance use,2019,0
Finland,Senior,All traits,2019,0.00443262411347518
Finland,Senior,Cancer,2019,0
Finland,Senior,Chronic respiratory disease,2019,0
Finland,Senior,CVD,2019,0
Finland,Senior,Diabetes and CKD,2019,0.0178571428571429
Finland,Senior,Digestive diseases,2019,0.00892857142857143
Finland,Senior,Mental disorders,2019,0.00709219858156028
Finland,Senior,Neurological disorders,2019,0
Finland,Senior,Skin disease,2019,0
Finland,Senior,Substance use,2019,0
France,All,All traits,2019,0.0335671611249902
France,All,Cancer,2019,0.0377177971595805
France,All,Chronic respiratory disease,2019,0.0396832240582241
France,All,CVD,2019,0.0589813110356404
France,All,Diabetes and CKD,2019,0.00784880257357322
France,All,Digestive diseases,2019,0.0197467297195558
France,All,Mental disorders,2019,0.0233971066486824
France,All,Neurological disorders,2019,0.0251315331305334
France,All,Skin disease,2019,0.0104166666666667
France,First,All traits,2019,0.0363475177304965
France,First,Cancer,2019,0.0441176470588235
France,First,Chronic respiratory disease,2019,0.0625
France,First,CVD,2019,0.0404040404040404
France,First,Diabetes and CKD,2019,0
France,First,Digestive diseases,2019,0.0267857142857143
France,First,Mental disorders,2019,0.0212765957446809
France,First,Neurological disorders,2019,0
France,First,Skin disease,2019,0
France,Senior,All traits,2019,0.0469858156028369
France,Senior,Cancer,2019,0.0588235294117647
France,Senior,Chronic respiratory disease,2019,0.0833333333333333
France,Senior,CVD,2019,0.0909090909090909
France,Senior,Diabetes and CKD,2019,0
France,Senior,Digestive diseases,2019,0.0178571428571429
France,Senior,Mental disorders,2019,0.0177304964539007
France,Senior,Neurological disorders,2019,0.0294117647058824
France,Senior,Skin disease,2019,0
Germany,All,All traits,2019,0.0484740632178362
Germany,All,Cancer,2019,0.0421431832706549
Germany,All,Chronic respiratory disease,2019,0.0183452527202527
Germany,All,CVD,2019,0.0692287919560647
Germany,All,Diabetes and CKD,2019,0.0769970170794984
Germany,All,Digestive diseases,2019,0.0531234098878509
Germany,All,Mental disorders,2019,0.0302002398035636
Germany,All,Musculoskeletal disorders,2019,0.0133712905452036
Germany,All,Neurological disorders,2019,0.0414978720525218
Germany,All,Skin disease,2019,0.0714285714285714
Germany,First,All traits,2019,0.0439167510976022
Germany,First,Cancer,2019,0.0294117647058824
Germany,First,Chronic respiratory disease,2019,0
Germany,First,CVD,2019,0.0606060606060606
Germany,First,Diabetes and CKD,2019,0.116496598639456
Germany,First,Digestive diseases,2019,0.0446428571428571
Germany,First,Mental disorders,2019,0.0247044917257683
Germany,First,Musculoskeletal disorders,2019,0.0277777777777778
Germany,First,Neurological disorders,2019,0
Germany,First,Skin disease,2019,0.125
Germany,First,Substance use,2019,0
Germany,Senior,All traits,2019,0.041016548463357
Germany,Senior,Cancer,2019,0.0294117647058824
Germany,Senior,Chronic respiratory disease,2019,0
Germany,Senior,CVD,2019,0.0606060606060606
Germany,Senior,Diabetes and CKD,2019,0.100892857142857
Germany,Senior,Digestive diseases,2019,0.0272321428571429
Germany,Senior,Mental disorders,2019,0.0189125295508274
Germany,Senior,Musculoskeletal disorders,2019,0.0833333333333333
Germany,Senior,Neurological disorders,2019,0.00980392156862745
Germany,Senior,Skin disease,2019,0.125
Germany,Senior,Substance use,2019,0
Greece,First,Musculoskeletal disorders,2019,0
Greece,Senior,Musculoskeletal disorders,2019,0
Guinea,First,Skin disease,2019,0
Iceland,All,All traits,2019,0.0113667922314358
Iceland,All,Chronic respiratory disease,2019,0.0450689935064935
Iceland,All,CVD,2019,0.00238751147842057
Iceland,All,Diabetes and CKD,2019,0.00292950858946716
Iceland,All,Digestive diseases,2019,0.0048150067250237
Iceland,All,Mental disorders,2019,0.0136565206535268
Iceland,All,Skin disease,2019,0.00403225806451613
Iceland,First,All traits,2019,0.00531914893617021
Iceland,First,Cancer,2019,0
Iceland,First,Chronic respiratory disease,2019,0.0416666666666667
Iceland,First,CVD,2019,0
Iceland,First,Diabetes and CKD,2019,0
Iceland,First,Digestive diseases,2019,0
Iceland,First,Musculoskeletal disorders,2019,0
Iceland,First,Neurological disorders,2019,0
Iceland,First,Skin disease,2019,0
Iceland,First,Substance use,2019,0
Iceland,Senior,All traits,2019,0.00531914893617021
Iceland,Senior,Cancer,2019,0
Iceland,Senior,Chronic respiratory disease,2019,0.0416666666666667
Iceland,Senior,CVD,2019,0
Iceland,Senior,Diabetes and CKD,2019,0
Iceland,Senior,Digestive diseases,2019,0
Iceland,Senior,Musculoskeletal disorders,2019,0
Iceland,Senior,Skin disease,2019,0
Iceland,Senior,Substance use,2019,0
India,All,Digestive diseases,2019,0.0178571428571429
India,First,Cancer,2019,0.0294117647058824
India,First,Diabetes and CKD,2019,0
India,First,Digestive diseases,2019,0.0178571428571429
India,First,Musculoskeletal disorders,2019,0
India,Senior,All traits,2019,0.00531914893617021
India,Senior,Cancer,2019,0.0294117647058824
India,Senior,Diabetes and CKD,2019,0
India,Senior,Digestive diseases,2019,0.0178571428571429
India,Senior,Musculoskeletal disorders,2019,0
Indonesia,First,Cancer,2019,0
Indonesia,Senior,Cancer,2019,0
Ireland,All,Mental disorders,2019,0.00176516526873245
Ireland,First,All traits,2019,0
Ireland,First,Cancer,2019,0
Ireland,First,Skin disease,2019,0
Ireland,Senior,Cancer,2019,0
Ireland,Senior,Digestive diseases,2019,0
Ireland,Senior,Skin disease,2019,0
Israel,All,Cancer,2019,0.0018354028822623
Israel,All,Chronic respiratory disease,2019,0.00189393939393939
Israel,All,Neurological disorders,2019,0.00189753320683112
Israel,First,Chronic respiratory disease,2019,0
Israel,First,Neurological disorders,2019,0
Israel,First,Skin disease,2019,0
Israel,Senior,All traits,2019,0
Israel,Senior,Cancer,2019,0
Israel,Senior,Chronic respiratory disease,2019,0
Israel,Senior,Diabetes and CKD,2019,0
Israel,Senior,Neurological disorders,2019,0
Israel,Senior,Skin disease,2019,0
Italy,All,All traits,2019,0.0126239764191799
Italy,All,Cancer,2019,0.0249824329216587
Italy,All,Chronic respiratory disease,2019,0.0143081393081393
Italy,All,CVD,2019,0.015002535002535
Italy,All,Diabetes and CKD,2019,0.049284813134272
Italy,All,Digestive diseases,2019,0.0142999726347252
Italy,All,Mental disorders,2019,0.0103586235318656
Italy,All,Neurological disorders,2019,0.0227140134429137
Italy,All,Skin disease,2019,0.00403225806451613
Italy,First,All traits,2019,0.00820035460992908
Italy,First,Cancer,2019,0.0294117647058824
Italy,First,Chronic respiratory disease,2019,0.00520833333333333
Italy,First,CVD,2019,0.00378787878787879
Italy,First,Diabetes and CKD,2019,0.0535714285714286
Italy,First,Digestive diseases,2019,0.00892857142857143
Italy,First,Mental disorders,2019,0.00709219858156028
Italy,First,Musculoskeletal disorders,2019,0
Italy,First,Neurological disorders,2019,0.00735294117647059
Italy,First,Substance use,2019,0
Italy,Senior,All traits,2019,0.00771276595744681
Italy,Senior,Cancer,2019,0.0294117647058824
Italy,Senior,Chronic respiratory disease,2019,0
Italy,Senior,CVD,2019,0
Italy,Senior,Diabetes and CKD,2019,0.0517857142857143
Italy,Senior,Digestive diseases,2019,0.00446428571428571
Italy,Senior,Neurological disorders,2019,0
Italy,Senior,Substance use,2019,0
Japan,All,All traits,2019,0.0489301878748505
Japan,All,Cancer,2019,0.127404928974185
Japan,All,CVD,2019,0.068989898989899
Japan,All,Diabetes and CKD,2019,0.0359075641391508
Japan,All,Digestive diseases,2019,0.0625124320361019
Japan,All,Mental disorders,2019,0.00440729483282675
Japan,First,All traits,2019,0.0469858156028369
Japan,First,Cancer,2019,0.117647058823529
Japan,First,Chronic respiratory disease,2019,0
Japan,First,CVD,2019,0.0606060606060606
Japan,First,Diabetes and CKD,2019,0.0357142857142857
Japan,First,Digestive diseases,2019,0.0625
Japan,First,Mental disorders,2019,0.00709219858156028
Japan,First,Musculoskeletal disorders,2019,0
Japan,First,Neurological disorders,2019,0
Japan,First,Skin disease,2019,0
Japan,First,Substance use,2019,0
Japan,Senior,All traits,2019,0.0445921985815603
Japan,Senior,Cancer,2019,0.117647058823529
Japan,Senior,Chronic respiratory disease,2019,0
Japan,Senior,CVD,2019,0.0606060606060606
Japan,Senior,Diabetes and CKD,2019,0.0357142857142857
Japan,Senior,Digestive diseases,2019,0.0589285714285714
Japan,Senior,Mental disorders,2019,0.00177304964539007
Japan,Senior,Musculoskeletal disorders,2019,0
Japan,Senior,Neurological disorders,2019,0
Japan,Senior,Skin disease,2019,0
Japan,Senior,Substance use,2019,0
Latvia,First,Diabetes and CKD,2019,0
Latvia,Senior,Diabetes and CKD,2019,0
Lebanon,First,Diabetes and CKD,2019,0
Lebanon,Senior,Chronic respiratory disease,2019,0.0416666666666667
Malaysia,First,Chronic respiratory disease,2019,0
Malaysia,First,Musculoskeletal disorders,2019,0
Mexico,All,Diabetes and CKD,2019,0.00166112956810631
Mexico,First,Diabetes and CKD,2019,0
Mexico,First,Substance use,2019,0
Mexico,Senior,Diabetes and CKD,2019,0
Mexico,Senior,Substance use,2019,0
Netherlands,All,All traits,2019,0.0263604960867349
Netherlands,All,Cancer,2019,0.00497609795043581
Netherlands,All,Chronic respiratory disease,2019,0.0421338306754973
Netherlands,All,CVD,2019,0.0153337412189087
Netherlands,All,Diabetes and CKD,2019,0.0148835366778122
Netherlands,All,Digestive diseases,2019,0.0222847285869014
Netherlands,All,Mental disorders,2019,0.0362154023085531
Netherlands,All,Musculoskeletal disorders,2019,0.0143115942028986
Netherlands,All,Neurological disorders,2019,0.0303268936344543
Netherlands,All,Skin disease,2019,0.0104166666666667
Netherlands,First,All traits,2019,0.036790780141844
Netherlands,First,Cancer,2019,0.0147058823529412
Netherlands,First,Chronic respiratory disease,2019,0.0416666666666667
Netherlands,First,CVD,2019,0.00505050505050505
Netherlands,First,Digestive diseases,2019,0.03125
Netherlands,First,Mental disorders,2019,0.0531914893617021
Netherlands,First,Musculoskeletal disorders,2019,0
Netherlands,First,Neurological disorders,2019,0.117647058823529
Netherlands,First,Skin disease,2019,0
Netherlands,First,Substance use,2019,0
Netherlands,Senior,All traits,2019,0.029403073286052
Netherlands,Senior,Cancer,2019,0.0294117647058824
Netherlands,Senior,Chronic respiratory disease,2019,0.0208333333333333
Netherlands,Senior,CVD,2019,0
Netherlands,Senior,Digestive diseases,2019,0.0178571428571429
Netherlands,Senior,Mental disorders,2019,0.0502364066193854
Netherlands,Senior,Musculoskeletal disorders,2019,0
Netherlands,Senior,Neurological disorders,2019,0.0637254901960784
Netherlands,Senior,Skin disease,2019,0
Netherlands,Senior,Substance use,2019,0
New Zealand,First,Musculoskeletal disorders,2019,0
Norway,All,All traits,2019,0.0141229201560003
Norway,All,Cancer,2019,0.00380299045770024
Norway,All,Chronic respiratory disease,2019,0.00802544292127626
Norway,All,CVD,2019,0.00436697805118858
Norway,All,Diabetes and CKD,2019,0.0102040816326531
Norway,All,Digestive diseases,2019,0.00059308143547274
Norway,All,Mental disorders,2019,0.0403329450243277
Norway,All,Musculoskeletal disorders,2019,0.000905797101449275
Norway,All,Neurological disorders,2019,0.030121173673972
Norway,First,All traits,2019,0.0106382978723404
Norway,First,Chronic respiratory disease,2019,0
Norway,First,CVD,2019,0
Norway,First,Diabetes and CKD,2019,0
Norway,First,Digestive diseases,2019,0
